id,username,email,role,manager,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
410,ram,ram@gmail.com,Fleet Manager,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3022.41,97154,2024-09-05,01:50:36,38.56369,61.177393,0,70,297.5
411,sanasya,sanasya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4745.36,37984,2024-07-05,20:27:53,52.70138,140.937584,0,63,296.1
412,akshaya,akshaya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4650.52,64409,2024-06-20,19:37:45,68.731813,-152.2862,0,49,237.65
413,mahitha,mahitha@gmail.com,Fleet Manager,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1706.25,02945,2024-01-09,16:21:55,-30.571396,-119.571899,0,3,13.5
414,kruthika,kruthika@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4048.7,00692,2024-02-15,17:04:26,-58.904217,-1.407756,1,63,289.8
415,abhishek,abhishek@gmail.com,Fleet Manager,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1648.43,71564,2024-05-14,13:30:35,-86.13622,-85.614784,1,11,51.7
416,shree,shree@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4631.55,25730,2024-02-29,21:34:08,-62.055441,-160.627836,0,9,40.5
417,divya,divya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1653.8,15028,2024-01-02,02:42:16,-75.046355,13.113294,1,81,380.7
418,manisha,manisha@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2352.56,65463,2024-10-17,14:11:22,8.674149,116.905207,1,93,418.5
419,teja,teja@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1848.62,14160,2024-08-12,02:54:18,71.007502,50.369656,1,97,446.2
420,ram,ram@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2025.41,77566,2024-03-15,15:39:05,-69.538594,84.78202,0,64,300.8
421,sanasya,sanasya@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1357.32,76995,2024-03-05,08:22:35,-19.587753,82.107311,1,35,148.75
422,akshaya,akshaya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4083.67,68469,2024-07-24,22:30:35,14.018554,-113.796406,1,50,212.5
423,mahitha,mahitha@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2704.28,68610,2024-03-23,07:08:51,-3.669228,143.074698,1,99,445.5
424,kruthika,kruthika@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1022.11,65364,2024-01-12,02:48:15,56.001869,110.807578,1,27,114.75
425,abhishek,abhishek@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4660.53,35325,2024-10-01,15:03:03,69.67819,-98.969965,1,11,53.35
426,shree,shree@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4436.67,92175,2024-02-08,17:04:09,18.545126,136.271452,0,69,334.65
427,divya,divya@gmail.com,Fleet Manager,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4235.88,68175,2024-08-23,17:40:53,57.422854,45.399545,1,84,386.4
428,manisha,manisha@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1757.28,89402,2024-11-17,19:20:42,30.085016,0.867393,1,71,319.5
429,teja,teja@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2202.51,63392,2024-06-30,05:26:22,64.678759,127.260649,1,100,425.0
430,ram,ram@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4539.96,16136,2024-05-18,21:34:48,54.671704,-39.063678,0,56,263.2
431,sanasya,sanasya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2806.54,98212,2024-01-26,09:32:27,26.936176,-31.516314,0,94,399.5
432,akshaya,akshaya@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1164.14,25465,2024-04-29,21:54:37,26.612046,88.646257,1,26,110.5
433,mahitha,mahitha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4434.52,70151,2024-08-13,05:43:28,-18.885727,-54.160808,1,84,407.4
434,kruthika,kruthika@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3293.51,36813,2024-03-28,12:06:33,-23.01868,14.242655,1,99,420.75
435,abhishek,abhishek@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4079.51,45323,2024-10-06,16:58:48,51.886033,132.378243,1,54,261.9
436,shree,shree@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2591.99,37858,2024-04-21,09:28:54,-1.949193,110.073765,0,32,136.0
437,divya,divya@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4345.25,12087,2024-04-12,11:21:38,44.8055,3.113457,0,42,178.5
438,manisha,manisha@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3925.21,19422,2024-09-04,01:13:33,47.710954,35.899527,0,91,441.35
439,teja,teja@gmail.com,Driver,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2765.37,23294,2024-03-06,15:01:03,-77.482211,155.749948,0,10,42.5
440,ram,ram@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3389.02,73714,2024-11-05,06:48:51,-5.482944,54.046938,0,40,188.0
441,sanasya,sanasya@gmail.com,Fleet Manager,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1887.76,62969,2024-08-26,23:42:26,22.009124,129.998227,1,35,164.5
442,akshaya,akshaya@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1302.8,82570,2024-06-16,16:19:51,20.561862,-64.382301,1,17,72.25
443,mahitha,mahitha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3069.93,02012,2024-01-05,12:38:39,51.615077,111.734815,1,82,369.0
444,kruthika,kruthika@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4016.06,01176,2024-04-25,13:31:38,47.497866,-71.922266,0,4,18.0
445,abhishek,abhishek@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2833.51,01086,2024-03-19,20:36:21,37.837142,-106.005459,0,76,342.0
446,shree,shree@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2963.07,06921,2024-04-13,15:31:32,67.322636,50.065883,0,27,114.75
447,divya,divya@gmail.com,Fleet Manager,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2305.51,71287,2024-02-06,06:16:19,44.046342,-16.081906,0,40,180.0
448,manisha,manisha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2209.96,95693,2024-09-03,04:26:10,10.600447,-46.682365,1,78,351.0
449,teja,teja@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2743.1,05820,2024-10-12,00:47:14,2.395386,31.118501,0,47,199.75
450,ram,ram@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2768.25,81860,2024-02-10,20:05:06,-58.208633,-86.901019,0,64,294.4
451,sanasya,sanasya@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2489.11,10492,2024-05-24,22:59:47,-77.209532,-1.492811,1,20,94.0
452,akshaya,akshaya@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2306.41,04089,2024-03-25,17:45:34,0.585496,-46.196191,0,74,333.0
453,mahitha,mahitha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3328.81,85412,2024-02-25,18:41:37,60.17395,17.996947,1,6,27.6
454,kruthika,kruthika@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1862.81,78206,2024-10-09,02:30:26,32.109944,-140.212174,1,97,446.2
455,abhishek,abhishek@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3316.52,66434,2024-04-24,22:28:21,88.773027,109.967283,1,84,394.8
456,shree,shree@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4692.34,24813,2024-09-05,22:33:19,-2.463233,123.808566,1,55,247.5
457,divya,divya@gmail.com,Fleet Manager,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2901.22,94493,2024-07-19,13:53:00,29.865353,110.927445,0,90,414.0
458,manisha,manisha@gmail.com,Fleet Manager,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3894.89,34051,2024-09-25,16:47:23,-63.748272,-53.330642,0,71,319.5
459,teja,teja@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4451.28,11285,2024-08-02,20:13:25,57.688718,-63.124401,1,63,289.8
460,ram,ram@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3332.46,34437,2024-04-14,02:17:55,-67.776332,-12.36288,1,52,252.2
461,sanasya,sanasya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1889.55,42258,2024-08-19,15:01:56,-6.031779,69.382981,1,77,327.25
462,akshaya,akshaya@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3513.83,65100,2024-08-09,19:34:04,-25.242818,82.025407,0,84,386.4
463,mahitha,mahitha@gmail.com,Driver,santhosh,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3965.52,90784,2024-04-29,09:01:26,28.565892,-142.156119,0,38,161.5
464,kruthika,kruthika@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1491.71,74253,2024-06-10,22:39:51,-12.970432,-115.209929,1,14,65.8
465,abhishek,abhishek@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4317.54,71287,2024-04-15,09:55:13,74.537411,89.011733,1,75,345.0
466,shree,shree@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1376.39,18711,2024-09-25,04:19:42,16.726233,139.32152,0,79,383.15
467,divya,divya@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1157.46,93547,2024-04-09,23:34:36,-39.331365,70.690365,0,20,92.0
468,manisha,manisha@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2715.89,77281,2024-10-19,17:03:17,-81.615322,123.758401,1,73,335.8
469,teja,teja@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4599.74,79458,2024-01-28,12:27:13,54.85041,-179.17551,0,70,315.0
470,ram,ram@gmail.com,Driver,harshithah,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3845.03,15127,2024-07-30,09:44:11,23.508973,-103.313578,0,75,352.5
471,sanasya,sanasya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2323.87,53159,2024-01-13,14:08:53,-21.489577,72.843302,1,70,315.0
472,akshaya,akshaya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4039.06,29194,2024-08-31,05:06:38,-6.102871,-83.053285,0,8,38.8
473,mahitha,mahitha@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2698.37,27147,2024-08-20,18:56:48,-28.805022,97.529614,0,34,153.0
474,kruthika,kruthika@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1150.78,91595,2024-12-03,00:07:08,89.109039,-16.599089,1,37,179.45
475,abhishek,abhishek@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2060.87,62939,2024-04-23,05:58:38,-2.60621,80.731675,1,49,225.4
476,shree,shree@gmail.com,Fleet Manager,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3607.57,56153,2024-04-09,08:17:52,-82.057509,-11.57079,1,44,213.4
477,divya,divya@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3873.24,71574,2024-07-04,02:18:11,-11.685126,159.639695,0,85,382.5
478,manisha,manisha@gmail.com,Fleet Manager,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1926.81,88216,2024-09-04,09:55:59,-0.705769,-31.746738,1,19,92.15
479,teja,teja@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4023.7,74490,2024-04-14,20:39:40,64.376078,-171.448044,0,21,98.7
480,ram,ram@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2410.95,94861,2024-09-21,07:59:43,-88.298434,26.218705,1,43,208.55
481,sanasya,sanasya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1916.31,38728,2024-01-10,04:45:29,-19.779013,158.614278,0,19,89.3
482,akshaya,akshaya@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3782.13,28196,2024-03-28,16:05:45,2.40854,-109.565135,0,75,345.0
483,mahitha,mahitha@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3618.8,96986,2024-05-31,05:00:08,26.632945,33.334042,0,48,220.8
484,kruthika,kruthika@gmail.com,Fleet Manager,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4575.69,23804,2024-11-25,04:10:02,-46.109297,45.969645,1,16,73.6
485,abhishek,abhishek@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2407.53,43446,2024-07-26,08:10:54,-65.355687,-83.90491,0,62,263.5
486,shree,shree@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3332.7,15259,2024-10-22,13:08:33,-36.554749,11.760708,0,48,232.8
487,divya,divya@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1545.77,85048,2024-09-18,13:15:20,-88.144584,76.947124,0,62,263.5
488,manisha,manisha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1391.6,51205,2024-10-26,12:11:26,-88.498716,79.287823,0,17,82.45
489,teja,teja@gmail.com,Driver,jerlin,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1815.11,14566,2024-08-11,08:29:59,-4.311856,93.486348,1,43,193.5
490,ram,ram@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4243.7,18876,2024-04-17,22:52:40,-67.989505,-52.273869,1,74,340.4
491,sanasya,sanasya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4755.58,49789,2024-06-09,21:24:11,45.760341,84.321877,1,64,288.0
492,akshaya,akshaya@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2043.0,55429,2024-04-16,07:55:04,-50.721241,11.097102,1,96,441.6
493,mahitha,mahitha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1936.26,99685,2024-08-03,23:55:46,82.900493,-169.02813,1,21,101.85
494,kruthika,kruthika@gmail.com,Driver,harshithah,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3347.52,65026,2024-08-07,00:36:41,-2.509236,-64.273221,0,99,455.4
495,abhishek,abhishek@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4864.93,62742,2024-09-15,00:11:44,-74.42257,-136.477594,0,23,97.75
496,shree,shree@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2819.09,10195,2024-05-27,11:59:32,24.366111,170.66293,1,89,431.65
497,divya,divya@gmail.com,Fleet Manager,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3865.42,50186,2024-02-20,14:08:25,-27.432377,-48.875976,0,6,27.0
498,manisha,manisha@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1520.27,89702,2024-02-18,08:04:40,-73.320656,-99.326822,0,94,455.9
499,teja,teja@gmail.com,Fleet Manager,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1772.16,69941,2024-08-16,11:51:47,-37.519808,-72.207499,1,34,144.5
500,ram,ram@gmail.com,Driver,sobika,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4956.87,34915,2024-04-11,23:49:03,-68.142463,23.86091,0,56,271.6
501,sanasya,sanasya@gmail.com,Fleet Manager,sriram,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1667.77,08216,2024-11-11,01:05:14,22.462411,39.747621,1,83,390.1
502,akshaya,akshaya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4252.68,12350,2024-04-23,02:09:25,-3.47962,94.073368,1,14,63.0
503,mahitha,mahitha@gmail.com,Driver,sriram,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4757.82,95214,2024-11-21,21:46:57,-88.864757,-83.288981,0,57,262.2
504,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3523.38,44409,2024-08-09,14:51:27,68.582789,-102.865188,0,10,48.5
505,abhishek,abhishek@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4512.97,96868,2024-11-20,19:40:25,-7.721205,-48.58672,0,19,80.75
506,shree,shree@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2734.74,69015,2024-07-17,04:42:48,85.843134,-131.322597,1,33,140.25
507,divya,divya@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3060.72,23004,2024-10-25,21:08:06,2.609855,160.329961,0,3,12.75
508,manisha,manisha@gmail.com,Driver,jerlin,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1490.63,63487,2024-08-06,22:21:28,11.678503,68.397495,0,30,138.0
509,teja,teja@gmail.com,Driver,sriram,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4952.14,48680,2024-09-18,02:53:39,-86.719406,-124.352658,0,90,405.0
510,ram,ram@gmail.com,Fleet Manager,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2851.54,99716,2024-02-02,18:55:46,61.450315,-152.900627,1,30,127.5
511,sanasya,sanasya@gmail.com,Fleet Manager,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3515.56,71762,2024-03-26,15:32:22,-1.79289,96.698796,1,92,414.0
512,akshaya,akshaya@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3800.04,32218,2024-05-05,08:03:45,-68.811956,-116.757342,0,61,274.5
513,mahitha,mahitha@gmail.com,Driver,jerlin,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4726.39,31338,2024-05-07,11:52:26,-59.417982,-145.684975,0,72,349.2
514,kruthika,kruthika@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4652.5,92582,2024-03-03,21:27:10,-38.867911,86.707217,0,9,41.4
515,abhishek,abhishek@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3501.77,15105,2024-05-14,13:43:24,26.563164,157.759385,0,1,4.85
516,shree,shree@gmail.com,Fleet Manager,jerlin,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4921.62,56682,2024-09-30,08:58:36,-53.038917,-2.474659,0,7,29.75
517,divya,divya@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2943.61,70976,2024-09-23,20:36:23,18.621278,-59.244607,1,9,42.3
518,manisha,manisha@gmail.com,Driver,sriram,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1003.81,20613,2024-11-02,01:56:07,-41.769024,-158.708271,1,19,92.15
519,teja,teja@gmail.com,Driver,santhosh,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1315.24,28617,2024-04-11,00:33:47,49.382367,-107.307132,1,55,258.5
520,ram,ram@gmail.com,Driver,santhosh,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1378.11,57019,2024-06-04,09:06:00,21.474959,-159.782837,1,65,299.0
521,sanasya,sanasya@gmail.com,Driver,sobika,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2034.42,64343,2024-11-03,12:14:03,-34.789575,-15.577557,0,27,124.2
522,akshaya,akshaya@gmail.com,Driver,harshithah,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1488.99,21883,2024-02-21,05:24:19,-55.234396,-20.026901,1,24,116.4
523,mahitha,mahitha@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4632.38,71007,2024-04-23,15:24:21,9.034994,-153.024156,1,100,425.0
524,kruthika,kruthika@gmail.com,Driver,sriram,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4805.21,42880,2024-08-12,12:32:30,-34.676476,168.263887,1,19,80.75
525,abhishek,abhishek@gmail.com,Driver,harshithah,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4955.97,78086,2024-05-27,19:06:14,87.655885,-72.258237,0,84,357.0
526,shree,shree@gmail.com,Driver,sobika,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1676.0,34262,2024-07-05,09:34:32,-71.23507,-154.48841,1,66,280.5
527,divya,divya@gmail.com,Driver,sobika,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3216.56,88232,2024-11-24,08:43:23,-78.244366,108.493859,1,98,460.6
528,manisha,manisha@gmail.com,Driver,harshithah,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3988.55,21106,2024-12-04,14:29:14,-32.407525,-103.131952,0,2,9.0
529,teja,teja@gmail.com,Driver,santhosh,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1183.79,86501,2024-06-11,06:59:06,-48.539721,-168.228471,1,96,465.6
530,ram,ram@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2694.78,54493,2024-10-11,15:22:38,-76.878681,5.005058,0,29,130.5
531,sanasya,sanasya@gmail.com,Driver,jerlin,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1250.07,40438,2024-02-21,18:20:36,80.748284,81.058823,0,71,333.7
532,akshaya,akshaya@gmail.com,Driver,sobika,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4593.68,91136,2024-04-21,05:28:02,-67.794812,147.817667,1,75,337.5
