id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
516,zcasey,zcasey@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4535.58,15869,2024-08-25,07:38:03,57.592127,54.527358,0,26,122.2
517,woodsrobert,woodsrobert@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1008.74,55674,2024-11-01,13:30:22,-35.477793,-53.508777,1,73,335.8
518,matthewrodriguez,matthewrodriguez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4303.21,66503,2024-01-11,16:13:12,-3.150645,122.614011,1,7,32.9
519,zharmon,zharmon@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4966.13,53794,2024-08-26,14:43:14,-78.911557,-178.048602,1,33,151.8
520,kennethblake,kennethblake@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2512.93,93716,2024-06-20,10:19:07,-25.75294,79.23913,0,45,211.5
521,fweaver,fweaver@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3643.65,21920,2024-09-09,23:21:52,23.489853,137.500965,0,16,73.6
522,moorepatrick,moorepatrick@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2102.09,70464,2024-11-27,08:36:24,30.635374,-61.43648,0,68,329.8
523,juannelson,juannelson@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4355.77,16622,2024-09-18,10:30:49,-63.027293,-128.50019,0,40,184.0
524,jeanhall,jeanhall@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4069.16,15224,2024-01-06,17:38:41,-82.963746,93.531062,1,89,400.5
525,palmerbrian,palmerbrian@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2549.61,89518,2024-04-08,06:44:12,56.244287,38.890669,1,59,265.5
526,clinton55,clinton55@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1073.36,34033,2024-08-21,13:42:02,-13.691942,-150.598046,1,39,189.15
527,brittany96,brittany96@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3292.32,73373,2024-04-07,14:51:37,1.628701,-1.86056,0,89,431.65
528,teresa23,teresa23@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3097.55,27358,2024-01-18,08:24:12,35.308172,-111.966247,0,63,289.8
529,angela72,angela72@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4247.42,20201,2024-05-31,23:23:13,75.912124,-172.573961,0,54,229.5
530,hallkaylee,hallkaylee@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2174.1,49360,2024-04-30,06:31:02,-6.346263,-81.18965,0,9,43.65
531,rubiomichelle,rubiomichelle@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2894.31,70024,2024-03-27,21:13:08,3.018555,-4.915823,1,29,123.25
532,bglenn,bglenn@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4419.67,25975,2024-05-13,15:02:37,-86.627216,94.769912,1,16,73.6
533,mcclurebrittney,mcclurebrittney@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4130.82,49412,2024-01-19,04:16:18,7.181726,60.818641,1,100,425.0
534,william41,william41@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4737.93,73516,2024-03-06,04:32:18,-10.683681,61.794148,0,96,451.2
535,theresa42,theresa42@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2129.79,38925,2024-08-31,05:39:40,52.541386,-67.736576,1,78,378.3
536,victorporter,victorporter@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1403.07,85810,2024-06-23,20:57:20,-61.624333,109.623403,0,66,310.2
537,jamesdaniels,jamesdaniels@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1603.08,65329,2024-03-06,08:37:45,-18.58574,-52.571396,1,23,111.55
538,adavis,adavis@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4035.34,41677,2024-08-17,09:10:30,-18.818092,-72.082928,0,1,4.25
539,ismith,ismith@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1042.07,67066,2024-08-04,22:19:20,84.949606,-160.724691,0,92,446.2
540,melissa21,melissa21@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2580.29,25225,2024-07-10,19:14:56,-39.17581,97.807888,1,73,310.25
541,benjamin63,benjamin63@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3191.12,53449,2024-07-02,13:13:38,-88.029555,10.338706,0,67,284.75
542,hurleyjennifer,hurleyjennifer@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4099.69,36322,2024-11-07,23:04:09,6.774364,-73.830454,0,25,115.0
543,zunigajonathan,zunigajonathan@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2051.4,53110,2024-02-15,13:56:22,43.452082,170.078523,0,28,135.8
544,berrycharles,berrycharles@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4026.71,78940,2024-02-07,09:36:14,-72.291094,-156.006952,0,20,97.0
545,brettlawrence,brettlawrence@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1356.82,63262,2024-11-19,14:42:11,25.231559,-0.87806,1,72,331.2
546,enguyen,enguyen@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4235.38,42078,2024-10-31,12:36:39,-84.982603,85.231338,0,1,4.5
547,simmonsbarbara,simmonsbarbara@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2815.12,31295,2024-06-25,10:38:25,69.257589,161.267326,0,96,441.6
548,lynchtiffany,lynchtiffany@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1245.56,92242,2024-07-01,21:31:03,45.994265,61.733406,1,70,322.0
549,christopher16,christopher16@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1572.16,62506,2024-11-30,00:45:38,-9.101658,-5.4209,1,12,51.0
550,nwalker,nwalker@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3146.36,88614,2024-02-19,01:22:01,-69.733574,113.943079,0,93,395.25
551,aimeesimpson,aimeesimpson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2215.22,92824,2024-08-31,03:28:14,39.666934,62.481795,1,15,67.5
552,jacobcervantes,jacobcervantes@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4802.45,83608,2024-06-22,06:27:34,19.883699,114.061622,1,89,431.65
553,tamaramedina,tamaramedina@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4796.66,48620,2024-09-25,07:38:38,-45.618867,3.059634,1,80,340.0
554,ohill,ohill@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1490.82,40103,2024-10-01,02:59:37,-25.014325,-89.957012,1,19,80.75
555,cartersheila,cartersheila@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3010.87,94200,2024-07-13,21:05:54,-4.543243,111.421666,1,81,364.5
556,cmiller,cmiller@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3841.21,74932,2024-08-28,05:49:08,29.889057,-105.070251,0,79,355.5
557,christine98,christine98@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1007.08,23057,2024-02-07,00:59:35,59.286016,123.051081,1,48,225.6
558,cynthiafreeman,cynthiafreeman@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2333.7,55782,2024-10-02,16:23:05,5.519297,-8.033166,1,72,331.2
559,usmith,usmith@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2474.44,21714,2024-05-23,20:58:09,-40.757566,4.373157,1,70,315.0
560,deborahjohnson,deborahjohnson@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4488.63,24721,2024-07-18,02:51:39,-15.258788,-17.249233,0,30,145.5
561,melissamurray,melissamurray@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4472.34,29817,2024-02-09,10:57:42,31.753373,-174.723221,0,31,142.6
562,richard18,richard18@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4217.04,29794,2024-03-02,04:24:07,-50.680161,-11.794695,1,95,403.75
563,kcarrillo,kcarrillo@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1894.72,27296,2024-01-31,04:49:34,73.617032,112.800452,1,10,47.0
564,wrightdonna,wrightdonna@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1730.52,38897,2024-11-16,07:27:17,47.229745,160.227109,0,37,179.45
565,cruzdeborah,cruzdeborah@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3936.81,25034,2024-07-22,04:04:24,63.377569,-131.342191,1,8,36.8
566,yatkins,yatkins@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1187.62,88525,2024-08-15,22:43:36,-37.730097,1.104459,1,28,126.0
567,huntsarah,huntsarah@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3760.05,51811,2024-04-18,03:46:27,69.44094,121.471527,0,10,42.5
568,michelle47,michelle47@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3565.77,35009,2024-04-19,05:59:02,82.462948,145.690433,1,85,412.25
569,crystal30,crystal30@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2333.41,77854,2024-02-26,23:41:32,-5.403631,-114.354892,0,39,189.15
570,terrelljohn,terrelljohn@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3291.0,88396,2024-09-17,14:03:35,57.908987,177.137787,1,28,126.0
571,lscott,lscott@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4493.25,54303,2024-09-09,20:54:02,27.592346,-173.687584,1,75,318.75
572,benitezstephanie,benitezstephanie@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4125.68,15641,2024-07-21,21:57:31,-61.934105,-47.151058,0,93,427.8
573,ckaiser,ckaiser@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4251.26,18604,2024-04-04,02:08:12,29.180637,136.724646,0,77,373.45
574,brianharris,brianharris@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4767.02,76122,2024-10-23,16:42:48,-56.649557,-144.408508,0,34,164.9
575,lindsayspence,lindsayspence@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4272.99,69153,2024-01-09,13:31:56,-81.378082,167.548254,0,76,357.2
576,yukim,yukim@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1318.63,25075,2024-11-17,01:37:10,28.807639,-125.110441,0,81,392.85
577,sharismith,sharismith@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4957.54,03108,2024-08-18,10:41:20,9.234577,-113.195355,1,90,436.5
578,ecoleman,ecoleman@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2685.31,22724,2024-08-31,02:27:52,68.856078,-97.679919,1,75,363.75
579,andrew31,andrew31@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4335.46,64998,2024-07-19,17:03:20,11.922423,-11.139841,1,45,207.0
580,davidoliver,davidoliver@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1035.3,68427,2024-08-18,02:36:04,51.03685,102.6934,0,46,211.6
581,justin93,justin93@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4542.36,66926,2024-07-21,23:54:38,-15.307466,18.439616,0,12,55.2
582,jclark,jclark@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4235.37,96967,2024-10-15,23:34:40,69.290232,16.758098,0,13,58.5
583,matthewbrown,matthewbrown@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1914.74,34905,2024-11-10,08:26:15,37.363398,-134.100241,0,68,289.0
584,derrickrodriguez,derrickrodriguez@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3793.12,07490,2024-09-18,10:06:27,-23.99543,26.439839,0,5,21.25
585,gonzalesmarissa,gonzalesmarissa@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2869.88,47564,2024-03-09,07:43:49,1.922103,61.731288,0,19,80.75
586,caseymartin,caseymartin@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2881.58,09396,2024-06-26,07:23:09,34.169865,166.556928,1,99,420.75
587,scottjulie,scottjulie@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1548.99,92967,2024-10-31,20:51:46,63.020876,-47.782774,1,71,301.75
588,kelly51,kelly51@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2229.27,88174,2024-04-06,20:23:49,49.129758,138.836876,0,91,441.35
589,rebecca82,rebecca82@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2806.31,38107,2024-02-16,02:13:35,-49.985089,-132.398351,1,50,212.5
590,kgarner,kgarner@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4034.24,20130,2024-10-07,15:26:38,28.954392,-63.915629,1,90,382.5
591,michelle67,michelle67@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4065.37,08869,2024-11-26,11:42:57,-21.724486,-95.999552,0,100,450.0
592,williamtorres,williamtorres@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4434.09,43228,2024-10-17,14:59:20,84.095328,-19.779818,0,43,197.8
593,ashley07,ashley07@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1668.78,50317,2024-07-03,18:06:52,61.942809,-0.918534,0,81,344.25
594,reneewhite,reneewhite@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4038.94,16468,2024-03-18,08:21:20,-40.583495,111.89326,1,5,23.5
595,jessicamoses,jessicamoses@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4666.23,43044,2024-07-17,15:25:16,-18.750889,83.503294,1,93,427.8
596,stephen90,stephen90@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2526.79,65380,2024-11-14,04:38:18,-28.539237,-77.888286,0,81,364.5
597,robert09,robert09@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3822.09,05529,2024-05-26,02:25:08,-88.840925,-104.772397,0,81,364.5
598,thess,thess@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1051.18,93431,2024-01-27,00:54:05,-29.952405,102.753123,0,98,460.6
599,stephanie37,stephanie37@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4179.16,59463,2024-09-28,04:48:23,1.009683,-121.553122,0,48,232.8
600,gdavis,gdavis@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2488.05,88936,2024-08-03,20:44:28,0.185626,-49.288367,0,78,358.8
601,stephanie78,stephanie78@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1623.93,88424,2024-04-29,01:01:58,68.184487,43.785169,0,93,437.1
602,erin84,erin84@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2656.39,47696,2024-02-12,21:17:13,-82.894213,-28.326759,0,50,212.5
603,morgan44,morgan44@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4915.5,33754,2024-07-24,21:44:04,24.900394,147.984508,1,71,319.5
604,brooksdaniel,brooksdaniel@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4899.95,89425,2024-05-13,14:29:09,20.285552,151.600925,1,37,179.45
605,tdavidson,tdavidson@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4943.43,52781,2024-01-27,04:10:27,41.367769,83.911167,0,14,65.8
606,carlosfoster,carlosfoster@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1282.37,91818,2024-11-08,06:18:00,-25.627744,-111.530067,0,96,432.0
607,joel13,joel13@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1162.24,54291,2024-08-17,10:56:48,77.235549,-124.315451,0,36,169.2
608,davidclark,davidclark@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2984.29,50846,2024-01-11,22:46:15,-57.631965,-133.185598,1,87,421.95
609,xortiz,xortiz@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2038.85,76401,2024-04-30,06:28:26,-54.095893,-55.583238,1,36,174.6
610,dstone,dstone@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3990.25,23605,2024-05-04,08:30:51,26.189534,-106.002683,0,74,340.4
611,howelljuan,howelljuan@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3072.33,65211,2024-11-05,14:02:12,-89.179943,177.406336,1,32,136.0
612,nhoffman,nhoffman@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1272.54,35158,2024-04-20,19:45:28,79.730752,64.667461,1,21,101.85
613,lluna,lluna@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2381.74,99881,2024-06-13,17:27:11,40.609154,-173.869823,1,78,366.6
614,samuel93,samuel93@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3018.08,59021,2024-11-22,06:05:19,-75.619739,59.917349,0,11,51.7
615,john75,john75@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2025.91,18884,2024-01-28,17:32:16,54.497017,172.234918,1,96,432.0
616,mramirez,mramirez@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4987.47,98615,2024-01-06,08:05:18,-71.030523,153.030803,0,26,122.2
617,abrady,abrady@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2418.02,81372,2024-09-21,06:36:50,20.566594,-11.881755,1,53,249.1
618,howardjason,howardjason@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1469.94,82045,2024-02-04,15:59:34,-12.705556,-84.69962,0,68,306.0
619,briggskevin,briggskevin@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3712.96,65227,2024-11-24,20:07:52,-33.877824,154.93996,0,90,436.5
620,julie38,julie38@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4144.57,34315,2024-01-31,22:18:54,63.635686,20.412383,1,94,432.4
621,butlerpaul,butlerpaul@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1473.35,43304,2024-04-30,03:26:07,-47.201996,139.255171,1,38,178.6
622,gharvey,gharvey@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3215.55,45817,2024-04-25,19:06:35,-33.883535,-49.355155,0,30,145.5
623,matthewstaylor,matthewstaylor@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3630.0,25983,2024-08-13,08:59:31,23.69807,-63.976916,1,97,446.2
624,margaret55,margaret55@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1775.26,21028,2024-03-02,21:31:59,-30.893291,-53.827459,0,52,239.2
625,david06,david06@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4435.31,33771,2024-03-12,05:15:27,36.836838,64.525117,0,58,281.3
626,shafferroger,shafferroger@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4036.95,96068,2024-03-25,03:35:43,-76.026165,-155.131004,0,21,94.5
627,oliviasanchez,oliviasanchez@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2449.19,28378,2024-08-07,20:01:49,-23.940053,-91.162987,1,62,300.7
628,nmurray,nmurray@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3962.4,36088,2024-09-26,03:19:01,-5.797594,175.717406,1,37,170.2
629,ttodd,ttodd@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2112.93,27967,2024-05-04,22:33:19,-21.187665,-116.121873,1,24,102.0
630,omiller,omiller@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4265.65,70430,2024-01-22,14:12:22,-48.943322,172.806015,0,10,45.0
631,chad40,chad40@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4415.0,80220,2024-04-05,07:09:47,-5.741596,176.853198,0,81,364.5
632,sylvia06,sylvia06@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1784.92,74521,2024-06-11,08:30:33,59.217872,-99.08093,1,53,238.5
633,laurenwilson,laurenwilson@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4260.39,68128,2024-02-15,16:31:36,6.973403,-160.734166,1,93,427.8
634,vincentmooney,vincentmooney@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3332.24,17974,2024-05-06,10:17:19,-65.395432,62.879251,1,72,338.4
